idx,n_estimators,max_features,fit_time,score_time,test_root_mean_squared_error,test_mean_absolute_error,test_r2_score
91.0,400.0,8.0,2.372540235519409,0.044793319702148435,0.5287204083562573,0.27954527021240755,0.2916642719868849
92.0,400.0,9.0,2.6448949813842773,0.04063677787780762,0.5303621568541593,0.2812840174229959,0.2872709316944687
93.0,400.0,10.0,2.871109390258789,0.03883552551269531,0.5290142285030426,0.27985605395866936,0.2908884773057318
94.0,400.0,11.0,3.051322412490845,0.043201351165771486,0.5288414445632367,0.2796732734877309,0.2913442300444931
95.0,400.0,12.0,3.290364074707031,0.038835334777832034,0.5301211720194909,0.28102845702331875,0.2878038037892475
96.0,400.0,13.0,3.4933852195739745,0.040636539459228516,0.528253384337365,0.27905163806387984,0.2928709309601186
97.0,400.0,14.0,3.8406424045562746,0.03943586349487305,0.5287136586610195,0.27953813285472107,0.2916193559222561
98.0,400.0,15.0,4.006760883331299,0.04079670906066894,0.5297669495438602,0.2806530208290069,0.2888638527368069
99.0,400.0,16.0,4.2347158908844,0.0386350154876709,0.5291565589200286,0.2800066638480857,0.2903978638098181
100.0,400.0,17.0,4.508388519287109,0.039035701751708986,0.5286472548687478,0.2794679200802627,0.2917341814843567
101.0,400.0,18.0,4.750284051895141,0.038434743881225586,0.528526342079087,0.27934009427150014,0.29205813370293826
102.0,400.0,19.0,4.93457350730896,0.0386350154876709,0.5292712443306519,0.2801280500753166,0.2900491229824924
103.0,400.0,20.0,5.217011833190918,0.040036582946777345,0.5286336580271083,0.2794535443991216,0.29169449783815865
104.0,400.0,21.0,5.44322395324707,0.039736700057983396,0.5281707184782521,0.27896430785783305,0.2930038557388891
105.0,400.0,22.0,5.643450784683227,0.03880124092102051,0.5297519106291032,0.28063708681518534,0.28880547483860525
106.0,400.0,23.0,5.859999322891236,0.03840188980102539,0.5291675539268968,0.2800183001289753,0.29022368692331757
107.0,400.0,24.0,6.102899122238159,0.03883504867553711,0.5294462028513935,0.2803132817137589,0.2896113637000487
108.0,400.0,25.0,6.3522745132446286,0.03864641189575195,0.5284174356044975,0.2792249862508333,0.2923375043506236
109.0,400.0,26.0,6.499731397628784,0.03883538246154785,0.5296274243622925,0.2805052086366358,0.2890559500350364
110.0,400.0,27.0,6.778623342514038,0.04063701629638672,0.5293166758592686,0.28017614334270596,0.28990925923323
111.0,400.0,28.0,7.037229347229004,0.040344619750976564,0.5305545608081318,0.2814881419943096,0.2866233361029345
112.0,500.0,1.0,0.8371602535247803,0.05565037727355957,0.5449374272552858,0.2969567996236099,0.24801349466336636
113.0,500.0,2.0,1.1492398738861085,0.05364880561828613,0.5374060678331474,0.28880528174388537,0.26854444973723085
114.0,500.0,3.0,1.4929863929748535,0.049462318420410156,0.5339200259918395,0.2850705941551266,0.27803642716036847
115.0,500.0,4.0,1.78731689453125,0.04999961853027344,0.5320039503850069,0.2830282032252529,0.28303546005449387
116.0,500.0,5.0,2.09761118888855,0.049799108505249025,0.5308277538634858,0.2817781042717534,0.2861044992920297
117.0,500.0,6.0,2.421699857711792,0.0494448184967041,0.5295172103630434,0.28038847607065964,0.2896121884313982
118.0,500.0,7.0,2.692248249053955,0.05444951057434082,0.5302383417789229,0.2811526990924619,0.2876868490336323
119.0,500.0,8.0,2.969199275970459,0.04920139312744141,0.5297116324237926,0.28059441352507913,0.28909558264805013
120.0,500.0,9.0,3.271103096008301,0.048843908309936526,0.5289885311862209,0.27982886612655544,0.29093013063079903
121.0,500.0,10.0,3.5616733551025392,0.04827432632446289,0.5292406508648589,0.28009566652785955,0.29022121198406764
122.0,500.0,11.0,3.833772087097168,0.05064625740051269,0.5296577198736554,0.28053730022175966,0.28913931642829416
123.0,500.0,12.0,4.190302991867066,0.049600076675415036,0.5288322160065065,0.27966351268635237,0.29127011315303775
124.0,500.0,13.0,4.4112629890441895,0.0504457950592041,0.5290050533678309,0.2798463464887016,0.2907257256571588
125.0,500.0,14.0,4.774136590957641,0.04984502792358399,0.5290350789139695,0.2798781147215099,0.290703480445705
126.0,500.0,15.0,5.053583288192749,0.04884424209594727,0.5288832941061935,0.2797175387846184,0.29118597581947475
127.0,500.0,16.0,5.342345142364502,0.048844337463378906,0.5279527694113763,0.2787341267291419,0.2935800740360898
128.0,500.0,17.0,5.63654146194458,0.05064601898193359,0.5285081578139073,0.27932087287584995,0.292233210581502
129.0,500.0,18.0,5.9265200138092045,0.04838433265686035,0.5300756413992879,0.28098018560486643,0.28796449874111196
130.0,500.0,19.0,6.198614549636841,0.05041818618774414,0.5286655424358873,0.2794872557590309,0.29169840825772136
131.0,500.0,20.0,6.454109382629395,0.05004558563232422,0.5284477552885026,0.2792570300694572,0.2923201812019328
132.0,500.0,21.0,6.692920351028443,0.048644304275512695,0.5280148463501655,0.2787996779661889,0.2934341859938934
133.0,500.0,22.0,7.130305671691895,0.050045347213745116,0.5279975033997618,0.27878136359638145,0.29349030536620047
134.0,500.0,23.0,7.402271175384522,0.04924159049987793,0.5282277758750525,0.2790245832059048,0.2928053551062895
135.0,500.0,24.0,7.7063133239746096,0.05224785804748535,0.5284123122533173,0.27921957174089734,0.2923788194099344
136.0,500.0,25.0,7.867899656295776,0.050745582580566405,0.5281989713371945,0.2789941533216704,0.2929876052677539
137.0,500.0,26.0,8.163013172149657,0.050245809555053714,0.5299765049487014,0.280875095797641,0.2880631404835642
138.0,500.0,27.0,8.434554100036621,0.04899930953979492,0.5295442105371928,0.28041707091345874,0.2893575100148758
139.0,500.0,28.0,8.776804876327514,0.04859991073608398,0.5278794228400505,0.27865668505794483,0.2937655836939259
