idx,lr,n_estimators,max_depth,fit_time,score_time,test_root_mean_squared_error,test_mean_absolute_error,test_r2_score
146.0,0.01,100.0,3.0,0.8429667472839355,0.0010006427764892578,1.180565232892476,1.393734269114466,0.16094824345989153
147.0,0.01,100.0,4.0,1.0895907878875732,0.001401233673095703,1.177598765528483,1.3867388525742068,0.1628720814412733
148.0,0.01,100.0,5.0,1.3360199928283691,0.0010015487670898438,1.164257918276003,1.3554965002683719,0.1827314238997685
149.0,0.01,100.0,10.0,2.397166347503662,0.0024024009704589843,1.2033564557601688,1.448066759619675,0.13062351323608298
150.0,0.01,200.0,1.0,0.5944509506225586,0.0006006240844726562,1.2050885020865307,1.4522382978611585,0.12802765014549644
151.0,0.01,200.0,2.0,1.1702210903167725,0.0006006240844726562,1.1669315752841067,1.3617293013950469,0.17963286873689793
152.0,0.01,200.0,3.0,1.677572202682495,0.001001119613647461,1.1549151703685174,1.3338290507473418,0.1947817803984974
153.0,0.01,200.0,4.0,2.2004299640655516,0.0014014244079589844,1.1567650535465854,1.3381053891066346,0.191960721932474
154.0,0.01,200.0,5.0,2.666228723526001,0.002001380920410156,1.15132854769838,1.3255574247452606,0.19835261701620346
155.0,0.01,200.0,10.0,4.752521610260009,0.004003572463989258,1.2215857222103248,1.4922716767081206,0.10450159851361122
