WKT,fid,id,left,top,right,bottom,AGB
POINT (293861.8479 639690.5522),306,306,293861.8479,639690.5522,294161.8479,639990.5522,86
POINT (293861.8479 639390.5522),307,307,293861.8479,639390.5522,294161.8479,639690.5522,184
POINT (293861.8479 639090.5522),308,308,293861.8479,639090.5522,294161.8479,639390.5522,26
POINT (293861.8479 638790.5522),309,309,293861.8479,638790.5522,294161.8479,639090.5522,243
POINT (293861.8479 638490.5522),310,310,293861.8479,638490.5522,294161.8479,638790.5522,366
POINT (293861.8479 638190.5522),311,311,293861.8479,638190.5522,294161.8479,638490.5522,386
POINT (293861.8479 637890.5522),312,312,293861.8479,637890.5522,294161.8479,638190.5522,767
POINT (293861.8479 637590.5522),313,313,293861.8479,637590.5522,294161.8479,637890.5522,120
POINT (293861.8479 637290.5522),314,314,293861.8479,637290.5522,294161.8479,637590.5522,222
POINT (293861.8479 636990.5522),315,315,293861.8479,636990.5522,294161.8479,637290.5522,78
POINT (293861.8479 636690.5522),316,316,293861.8479,636690.5522,294161.8479,636990.5522,160
POINT (293861.8479 636390.5522),317,317,293861.8479,636390.5522,294161.8479,636690.5522,71
POINT (293861.8479 636090.5522),318,318,293861.8479,636090.5522,294161.8479,636390.5522,100
POINT (293861.8479 635790.5522),319,319,293861.8479,635790.5522,294161.8479,636090.5522,100
POINT (293861.8479 635490.5522),320,320,293861.8479,635490.5522,294161.8479,635790.5522,129
POINT (293861.8479 635190.5522),321,321,293861.8479,635190.5522,294161.8479,635490.5522,44
POINT (293861.8479 634890.5522),322,322,293861.8479,634890.5522,294161.8479,635190.5522,85
POINT (293861.8479 634590.5522),323,323,293861.8479,634590.5522,294161.8479,634890.5522,88
POINT (293861.8479 634290.5522),324,324,293861.8479,634290.5522,294161.8479,634590.5522,183
POINT (293861.8479 633990.5522),325,325,293861.8479,633990.5522,294161.8479,634290.5522,132
POINT (293861.8479 633690.5522),326,326,293861.8479,633690.5522,294161.8479,633990.5522,102
POINT (293861.8479 633390.5522),327,327,293861.8479,633390.5522,294161.8479,633690.5522,74
POINT (293861.8479 633090.5522),328,328,293861.8479,633090.5522,294161.8479,633390.5522,364
POINT (293861.8479 632790.5522),329,329,293861.8479,632790.5522,294161.8479,633090.5522,33
POINT (293861.8479 632490.5522),330,330,293861.8479,632490.5522,294161.8479,632790.5522,41
POINT (293861.8479 632190.5522),331,331,293861.8479,632190.5522,294161.8479,632490.5522,26
POINT (293861.8479 631890.5522),332,332,293861.8479,631890.5522,294161.8479,632190.5522,113
POINT (293861.8479 631590.5522),333,333,293861.8479,631590.5522,294161.8479,631890.5522,150
POINT (293861.8479 631290.5522),334,334,293861.8479,631290.5522,294161.8479,631590.5522,66
POINT (293861.8479 630990.5522),335,335,293861.8479,630990.5522,294161.8479,631290.5522,61
POINT (293861.8479 630690.5522),336,336,293861.8479,630690.5522,294161.8479,630990.5522,17
POINT (293861.8479 630390.5522),337,337,293861.8479,630390.5522,294161.8479,630690.5522,30
POINT (293861.8479 630090.5522),338,338,293861.8479,630090.5522,294161.8479,630390.5522,70
POINT (293861.8479 629790.5522),339,339,293861.8479,629790.5522,294161.8479,630090.5522,79
POINT (293861.8479 629490.5522),340,340,293861.8479,629490.5522,294161.8479,629790.5522,301
POINT (293861.8479 629190.5522),341,341,293861.8479,629190.5522,294161.8479,629490.5522,74
POINT (293861.8479 628890.5522),342,342,293861.8479,628890.5522,294161.8479,629190.5522,50
POINT (293861.8479 628590.5522),343,343,293861.8479,628590.5522,294161.8479,628890.5522,23
POINT (293861.8479 628290.5522),344,344,293861.8479,628290.5522,294161.8479,628590.5522,23
POINT (293861.8479 627990.5522),345,345,293861.8479,627990.5522,294161.8479,628290.5522,234
POINT (293861.8479 627690.5522),346,346,293861.8479,627690.5522,294161.8479,627990.5522,42
POINT (293861.8479 627390.5522),347,347,293861.8479,627390.5522,294161.8479,627690.5522,55
POINT (293861.8479 627090.5522),348,348,293861.8479,627090.5522,294161.8479,627390.5522,25
POINT (293861.8479 626790.5522),349,349,293861.8479,626790.5522,294161.8479,627090.5522,98
POINT (293861.8479 626490.5522),350,350,293861.8479,626490.5522,294161.8479,626790.5522,98
POINT (293861.8479 626190.5522),351,351,293861.8479,626190.5522,294161.8479,626490.5522,64
POINT (293861.8479 625890.5522),352,352,293861.8479,625890.5522,294161.8479,626190.5522,64
POINT (293861.8479 625590.5522),353,353,293861.8479,625590.5522,294161.8479,625890.5522,53
POINT (293861.8479 625290.5522),354,354,293861.8479,625290.5522,294161.8479,625590.5522,108
POINT (293861.8479 624990.5522),355,355,293861.8479,624990.5522,294161.8479,625290.5522,143
POINT (293861.8479 624690.5522),356,356,293861.8479,624690.5522,294161.8479,624990.5522,27
POINT (293861.8479 624390.5522),357,357,293861.8479,624390.5522,294161.8479,624690.5522,55
POINT (293861.8479 624090.5522),358,358,293861.8479,624090.5522,294161.8479,624390.5522,79
POINT (293861.8479 623790.5522),359,359,293861.8479,623790.5522,294161.8479,624090.5522,128
POINT (293861.8479 623490.5522),360,360,293861.8479,623490.5522,294161.8479,623790.5522,66
POINT (293861.8479 623190.5522),361,361,293861.8479,623190.5522,294161.8479,623490.5522,19
POINT (293861.8479 622890.5522),362,362,293861.8479,622890.5522,294161.8479,623190.5522,50
POINT (293861.8479 622590.5522),363,363,293861.8479,622590.5522,294161.8479,622890.5522,94
POINT (293861.8479 622290.5522),364,364,293861.8479,622290.5522,294161.8479,622590.5522,40
POINT (293861.8479 621990.5522),365,365,293861.8479,621990.5522,294161.8479,622290.5522,18
POINT (293861.8479 621690.5522),366,366,293861.8479,621690.5522,294161.8479,621990.5522,59
POINT (293861.8479 621390.5522),367,367,293861.8479,621390.5522,294161.8479,621690.5522,205
POINT (293861.8479 621090.5522),368,368,293861.8479,621090.5522,294161.8479,621390.5522,85
POINT (293861.8479 620790.5522),369,369,293861.8479,620790.5522,294161.8479,621090.5522,261
POINT (293861.8479 620490.5522),370,370,293861.8479,620490.5522,294161.8479,620790.5522,69
POINT (293861.8479 620190.5522),371,371,293861.8479,620190.5522,294161.8479,620490.5522,20
POINT (293861.8479 619890.5522),372,372,293861.8479,619890.5522,294161.8479,620190.5522,39
POINT (293861.8479 619590.5522),373,373,293861.8479,619590.5522,294161.8479,619890.5522,20
POINT (293861.8479 619290.5522),374,374,293861.8479,619290.5522,294161.8479,619590.5522,16
POINT (293861.8479 618990.5522),375,375,293861.8479,618990.5522,294161.8479,619290.5522,77
POINT (293861.8479 618690.5522),376,376,293861.8479,618690.5522,294161.8479,618990.5522,92
POINT (293861.8479 618390.5522),377,377,293861.8479,618390.5522,294161.8479,618690.5522,17
POINT (293861.8479 618090.5522),378,378,293861.8479,618090.5522,294161.8479,618390.5522,17
POINT (293861.8479 617790.5522),379,379,293861.8479,617790.5522,294161.8479,618090.5522,25
POINT (293861.8479 617490.5522),380,380,293861.8479,617490.5522,294161.8479,617790.5522,20
POINT (293861.8479 617190.5522),381,381,293861.8479,617190.5522,294161.8479,617490.5522,29
POINT (293861.8479 616890.5522),382,382,293861.8479,616890.5522,294161.8479,617190.5522,24
POINT (293861.8479 616590.5522),383,383,293861.8479,616590.5522,294161.8479,616890.5522,77
POINT (293861.8479 616290.5522),384,384,293861.8479,616290.5522,294161.8479,616590.5522,35
POINT (293861.8479 615990.5522),385,385,293861.8479,615990.5522,294161.8479,616290.5522,160
POINT (293861.8479 615690.5522),386,386,293861.8479,615690.5522,294161.8479,615990.5522,160
POINT (293861.8479 615390.5522),387,387,293861.8479,615390.5522,294161.8479,615690.5522,17
POINT (293861.8479 615090.5522),388,388,293861.8479,615090.5522,294161.8479,615390.5522,38
POINT (293861.8479 614790.5522),389,389,293861.8479,614790.5522,294161.8479,615090.5522,16
POINT (293861.8479 614490.5522),390,390,293861.8479,614490.5522,294161.8479,614790.5522,17
POINT (293861.8479 614190.5522),391,391,293861.8479,614190.5522,294161.8479,614490.5522,18
POINT (293861.8479 613890.5522),392,392,293861.8479,613890.5522,294161.8479,614190.5522,17
POINT (293861.8479 613590.5522),393,393,293861.8479,613590.5522,294161.8479,613890.5522,33
POINT (294161.8479 652590.5522),394,394,294161.8479,652590.5522,294461.8479,652890.5522,
POINT (294161.8479 652290.5522),395,395,294161.8479,652290.5522,294461.8479,652590.5522,118
POINT (294161.8479 651990.5522),396,396,294161.8479,651990.5522,294461.8479,652290.5522,144
POINT (294161.8479 651690.5522),397,397,294161.8479,651690.5522,294461.8479,651990.5522,68
POINT (294161.8479 651390.5522),398,398,294161.8479,651390.5522,294461.8479,651690.5522,83
POINT (294161.8479 651090.5522),399,399,294161.8479,651090.5522,294461.8479,651390.5522,29
POINT (294161.8479 650790.5522),400,400,294161.8479,650790.5522,294461.8479,651090.5522,19
POINT (294161.8479 650490.5522),401,401,294161.8479,650490.5522,294461.8479,650790.5522,34
POINT (294161.8479 650190.5522),402,402,294161.8479,650190.5522,294461.8479,650490.5522,564
POINT (294161.8479 649890.5522),403,403,294161.8479,649890.5522,294461.8479,650190.5522,165
POINT (294161.8479 649590.5522),404,404,294161.8479,649590.5522,294461.8479,649890.5522,55
POINT (294161.8479 649290.5522),405,405,294161.8479,649290.5522,294461.8479,649590.5522,22
POINT (294161.8479 648990.5522),406,406,294161.8479,648990.5522,294461.8479,649290.5522,54
POINT (294161.8479 648690.5522),407,407,294161.8479,648690.5522,294461.8479,648990.5522,32
POINT (294161.8479 648390.5522),408,408,294161.8479,648390.5522,294461.8479,648690.5522,19
POINT (294161.8479 648090.5522),409,409,294161.8479,648090.5522,294461.8479,648390.5522,51
POINT (294161.8479 647790.5522),410,410,294161.8479,647790.5522,294461.8479,648090.5522,37
POINT (294161.8479 647490.5522),411,411,294161.8479,647490.5522,294461.8479,647790.5522,45
POINT (294161.8479 647190.5522),412,412,294161.8479,647190.5522,294461.8479,647490.5522,40
POINT (294161.8479 646890.5522),413,413,294161.8479,646890.5522,294461.8479,647190.5522,36
POINT (294161.8479 646590.5522),414,414,294161.8479,646590.5522,294461.8479,646890.5522,127
POINT (294161.8479 646290.5522),415,415,294161.8479,646290.5522,294461.8479,646590.5522,151
POINT (294161.8479 645990.5522),416,416,294161.8479,645990.5522,294461.8479,646290.5522,151
POINT (294161.8479 645690.5522),417,417,294161.8479,645690.5522,294461.8479,645990.5522,312
POINT (294161.8479 645390.5522),418,418,294161.8479,645390.5522,294461.8479,645690.5522,450
POINT (294161.8479 645090.5522),419,419,294161.8479,645090.5522,294461.8479,645390.5522,165
POINT (294161.8479 644790.5522),420,420,294161.8479,644790.5522,294461.8479,645090.5522,310
POINT (294161.8479 644490.5522),421,421,294161.8479,644490.5522,294461.8479,644790.5522,330
POINT (294161.8479 644190.5522),422,422,294161.8479,644190.5522,294461.8479,644490.5522,346
POINT (294161.8479 643890.5522),423,423,294161.8479,643890.5522,294461.8479,644190.5522,93
POINT (294161.8479 643590.5522),424,424,294161.8479,643590.5522,294461.8479,643890.5522,132
POINT (294161.8479 643290.5522),425,425,294161.8479,643290.5522,294461.8479,643590.5522,149
POINT (294161.8479 642990.5522),426,426,294161.8479,642990.5522,294461.8479,643290.5522,166
POINT (294161.8479 642690.5522),427,427,294161.8479,642690.5522,294461.8479,642990.5522,381
POINT (294161.8479 642390.5522),428,428,294161.8479,642390.5522,294461.8479,642690.5522,1048
POINT (294161.8479 642090.5522),429,429,294161.8479,642090.5522,294461.8479,642390.5522,337
POINT (294161.8479 641790.5522),430,430,294161.8479,641790.5522,294461.8479,642090.5522,822
POINT (294161.8479 641490.5522),431,431,294161.8479,641490.5522,294461.8479,641790.5522,47
POINT (294161.8479 641190.5522),432,432,294161.8479,641190.5522,294461.8479,641490.5522,44
POINT (294161.8479 640890.5522),433,433,294161.8479,640890.5522,294461.8479,641190.5522,124
POINT (294161.8479 640590.5522),434,434,294161.8479,640590.5522,294461.8479,640890.5522,106
POINT (294161.8479 640290.5522),435,435,294161.8479,640290.5522,294461.8479,640590.5522,118
POINT (294161.8479 639990.5522),436,436,294161.8479,639990.5522,294461.8479,640290.5522,165
POINT (294161.8479 639690.5522),437,437,294161.8479,639690.5522,294461.8479,639990.5522,370
POINT (294161.8479 639390.5522),438,438,294161.8479,639390.5522,294461.8479,639690.5522,295
POINT (294161.8479 639090.5522),439,439,294161.8479,639090.5522,294461.8479,639390.5522,35
POINT (294161.8479 638790.5522),440,440,294161.8479,638790.5522,294461.8479,639090.5522,283
POINT (294161.8479 638490.5522),441,441,294161.8479,638490.5522,294461.8479,638790.5522,180
POINT (294161.8479 638190.5522),442,442,294161.8479,638190.5522,294461.8479,638490.5522,64
POINT (294161.8479 637890.5522),443,443,294161.8479,637890.5522,294461.8479,638190.5522,461
POINT (294161.8479 637590.5522),444,444,294161.8479,637590.5522,294461.8479,637890.5522,352
POINT (294161.8479 637290.5522),445,445,294161.8479,637290.5522,294461.8479,637590.5522,481
POINT (294161.8479 636990.5522),446,446,294161.8479,636990.5522,294461.8479,637290.5522,523
POINT (294161.8479 636690.5522),447,447,294161.8479,636690.5522,294461.8479,636990.5522,67
POINT (294161.8479 636390.5522),448,448,294161.8479,636390.5522,294461.8479,636690.5522,45
POINT (294161.8479 636090.5522),449,449,294161.8479,636090.5522,294461.8479,636390.5522,45
POINT (294161.8479 635790.5522),450,450,294161.8479,635790.5522,294461.8479,636090.5522,102
POINT (294161.8479 635490.5522),451,451,294161.8479,635490.5522,294461.8479,635790.5522,180
POINT (294161.8479 635190.5522),452,452,294161.8479,635190.5522,294461.8479,635490.5522,376
POINT (294161.8479 634890.5522),453,453,294161.8479,634890.5522,294461.8479,635190.5522,423
POINT (294161.8479 634590.5522),454,454,294161.8479,634590.5522,294461.8479,634890.5522,745
POINT (294161.8479 634290.5522),455,455,294161.8479,634290.5522,294461.8479,634590.5522,470
POINT (294161.8479 633990.5522),456,456,294161.8479,633990.5522,294461.8479,634290.5522,126
POINT (294161.8479 633690.5522),457,457,294161.8479,633690.5522,294461.8479,633990.5522,84
POINT (294161.8479 633390.5522),458,458,294161.8479,633390.5522,294461.8479,633690.5522,122
POINT (294161.8479 633090.5522),459,459,294161.8479,633090.5522,294461.8479,633390.5522,36
POINT (294161.8479 632790.5522),460,460,294161.8479,632790.5522,294461.8479,633090.5522,57
POINT (294161.8479 632490.5522),461,461,294161.8479,632490.5522,294461.8479,632790.5522,20
POINT (294161.8479 632190.5522),462,462,294161.8479,632190.5522,294461.8479,632490.5522,40
POINT (294161.8479 631890.5522),463,463,294161.8479,631890.5522,294461.8479,632190.5522,152
POINT (294161.8479 631590.5522),464,464,294161.8479,631590.5522,294461.8479,631890.5522,185
POINT (294161.8479 631290.5522),465,465,294161.8479,631290.5522,294461.8479,631590.5522,118
POINT (294161.8479 630990.5522),466,466,294161.8479,630990.5522,294461.8479,631290.5522,110
POINT (294161.8479 630690.5522),467,467,294161.8479,630690.5522,294461.8479,630990.5522,25
POINT (294161.8479 630390.5522),468,468,294161.8479,630390.5522,294461.8479,630690.5522,17
POINT (294161.8479 630090.5522),469,469,294161.8479,630090.5522,294461.8479,630390.5522,717
POINT (294161.8479 629790.5522),470,470,294161.8479,629790.5522,294461.8479,630090.5522,849
POINT (294161.8479 629490.5522),471,471,294161.8479,629490.5522,294461.8479,629790.5522,392
POINT (294161.8479 629190.5522),472,472,294161.8479,629190.5522,294461.8479,629490.5522,20
POINT (294161.8479 628890.5522),473,473,294161.8479,628890.5522,294461.8479,629190.5522,239
POINT (294161.8479 628590.5522),474,474,294161.8479,628590.5522,294461.8479,628890.5522,37
POINT (294161.8479 628290.5522),475,475,294161.8479,628290.5522,294461.8479,628590.5522,27
POINT (294161.8479 627990.5522),476,476,294161.8479,627990.5522,294461.8479,628290.5522,32
POINT (294161.8479 627690.5522),477,477,294161.8479,627690.5522,294461.8479,627990.5522,52
POINT (294161.8479 627390.5522),478,478,294161.8479,627390.5522,294461.8479,627690.5522,76
POINT (294161.8479 627090.5522),479,479,294161.8479,627090.5522,294461.8479,627390.5522,55
POINT (294161.8479 626790.5522),480,480,294161.8479,626790.5522,294461.8479,627090.5522,23
POINT (294161.8479 626490.5522),481,481,294161.8479,626490.5522,294461.8479,626790.5522,46
POINT (294161.8479 626190.5522),482,482,294161.8479,626190.5522,294461.8479,626490.5522,85
POINT (294161.8479 625890.5522),483,483,294161.8479,625890.5522,294461.8479,626190.5522,85
POINT (294161.8479 625590.5522),484,484,294161.8479,625590.5522,294461.8479,625890.5522,20
POINT (294161.8479 625290.5522),485,485,294161.8479,625290.5522,294461.8479,625590.5522,21
POINT (294161.8479 624990.5522),486,486,294161.8479,624990.5522,294461.8479,625290.5522,18
POINT (294161.8479 624690.5522),487,487,294161.8479,624690.5522,294461.8479,624990.5522,35
POINT (294161.8479 624390.5522),488,488,294161.8479,624390.5522,294461.8479,624690.5522,53
POINT (294161.8479 624090.5522),489,489,294161.8479,624090.5522,294461.8479,624390.5522,107
POINT (294161.8479 623790.5522),490,490,294161.8479,623790.5522,294461.8479,624090.5522,40
POINT (294161.8479 623490.5522),491,491,294161.8479,623490.5522,294461.8479,623790.5522,14
POINT (294161.8479 623190.5522),492,492,294161.8479,623190.5522,294461.8479,623490.5522,16
POINT (294161.8479 622890.5522),493,493,294161.8479,622890.5522,294461.8479,623190.5522,60
POINT (294161.8479 622590.5522),494,494,294161.8479,622590.5522,294461.8479,622890.5522,90
POINT (294161.8479 622290.5522),495,495,294161.8479,622290.5522,294461.8479,622590.5522,44
POINT (294161.8479 621990.5522),496,496,294161.8479,621990.5522,294461.8479,622290.5522,18
POINT (294161.8479 621690.5522),497,497,294161.8479,621690.5522,294461.8479,621990.5522,113
POINT (294161.8479 621390.5522),498,498,294161.8479,621390.5522,294461.8479,621690.5522,84
