fid,OBJECTID_1,OBJECTID,CATEGORY,IFT_IOA,COUNTRY,Shape_Leng,Area_ha,Shape__Are,Shape__Len
"263","5886","13902",Non woodland,Grassland,Scotland,871.84919285,1.13663860195,11366.3860168457,871.84919285099
"264","5887","13903",Non woodland,Grassland,Scotland,811.186253525,1.85389485295,18538.9485168457,811.186253523874
"265","5889","13905",Non woodland,Grassland,Scotland,508.716385943,0.9488853055,9488.85302734375,508.716385942516
"266","5893","13909",Non woodland,Grassland,Scotland,646.076181476,1.92742284665,19274.2284545898,646.076181475604
"267","5895","13911",Non woodland,Grassland,Scotland,556.761772937,2.031580404,20315.8040313721,556.761772936488
"268","5896","13912",Non woodland,Grassland,Scotland,291.766957225,0.5108652183,5108.6522064209,291.766957225523
"269","5897","13913",Non woodland,Grassland,Scotland,458.959198376,1.242068394,12420.6840209961,458.959198377118
"270","5898","13914",Non woodland,Grassland,Scotland,301.648864167,0.50289809945,5028.98094177246,301.648864170254
"271","5900","13916",Non woodland,Grassland,Scotland,890.256879639,3.06672674155,30667.2674865723,890.256879642104
"272","5901","13917",Non woodland,Grassland,Scotland,570.359993722,0.69829086775,6982.90859985352,570.359993722112
"273","5902","13918",Non woodland,Grassland,Scotland,1132.96749115,2.7770420349,27770.4202423096,1132.96749115376
"274","5903","13919",Non woodland,Grassland,Scotland,580.750560221,1.2728721263,12728.7212524414,580.750560217977
"275","5904","13920",Non woodland,Grassland,Scotland,571.599745037,0.91896327065,9189.63270568848,571.599745035294
"276","5905","13921",Non woodland,Grassland,Scotland,428.263654928,0.74103219025,7410.32186889648,428.263654926762
"277","5913","13929",Non woodland,Grassland,Scotland,500.297550683,0.8612545452,8612.54542541504,500.297550681152
"278","5915","13931",Non woodland,Grassland,Scotland,721.294858216,2.287954799,22879.5479278564,721.294858214159
"279","5920","13936",Non woodland,Grassland,Scotland,711.559488305,1.10608866065,11060.8864898682,711.559488304298
"280","5924","13940",Non woodland,Grassland,Scotland,421.030321682,1.0425553469,10425.5534515381,421.030321685016
"281","5927","13943",Non woodland,Grassland,Scotland,1251.95109988,1.60061691625,16006.1691589355,1251.95109987957
"282","5942","13958",Non woodland,Grassland,Scotland,814.558861341,4.3130638452,43130.6384124756,814.558861340381
"283","5944","13960",Non woodland,Grassland,Scotland,288.568992482,0.50320593055,5032.05923461914,288.568992481822
"284","5946","13962",Non woodland,Grassland,Scotland,698.60055073,3.01221789,30122.178894043,698.600550728482
"285","5952","13968",Non woodland,Grassland,Scotland,1282.28723285,8.6558640517,86558.6405487061,1282.28723284473
"286","5967","13983",Non woodland,Grassland,Scotland,319.146787765,0.62364665555,6236.4665222168,319.146787765478
"287","5971","13987",Non woodland,Grassland,Scotland,342.427899447,0.82231459085,8223.14595031738,342.427899445397
"288","5973","13989",Non woodland,Grassland,Scotland,972.425704806,5.27078927005,52707.8927154541,972.425704806345
"289","5987","14003",Non woodland,Grassland,Scotland,341.345495956,0.68784834755,6878.48348999023,341.345495958201
"290","5994","14010",Non woodland,Grassland,Scotland,346.459874487,0.5613897415,5613.8974609375,346.459874489181
"291","5998","14014",Non woodland,Grassland,Scotland,453.013637903,0.97812886135,9781.28858947754,453.013637902169
"292","5999","14015",Non woodland,Grassland,Scotland,711.723738378,1.2726606458,12726.6065063477,711.723738379526
"293","6003","14019",Non woodland,Grassland,Scotland,368.749978293,0.8102052691,8102.05270385742,368.749978293453
"294","6005","14021",Non woodland,Grassland,Scotland,793.506312377,1.581341881,15813.418838501,793.506312377186
"295","6009","14025",Non woodland,Grassland,Scotland,334.772868438,0.5667339226,5667.33924865723,334.772868440506
"296","6011","14027",Non woodland,Grassland,Scotland,340.686094309,0.51296805935,5129.68063354492,340.686094310494
"297","6014","14030",Non woodland,Grassland,Scotland,451.796995433,0.6330882347,6330.88238525391,451.796995435496
"298","6021","14037",Non woodland,Grassland,Scotland,315.222989171,0.6473138294,6473.1382598877,315.222989170313
"299","6022","14038",Non woodland,Grassland,Scotland,272.615085213,0.5027258353,5027.25830078125,272.615085213237
"300","6023","14039",Non woodland,Grassland,Scotland,451.765171516,0.68078938405,6807.89392089844,451.765171515971
"301","6030","14046",Non woodland,Grassland,Scotland,410.02106135,0.63219742995,6321.97428894043,410.021061349841
"302","6032","14048",Non woodland,Grassland,Scotland,284.801677159,0.51762396445,5176.23962402344,284.801677159562
"303","6033","14049",Non woodland,Grassland,Scotland,710.058739465,1.51190008185,15119.0008239746,710.058739464424
"304","6038","14054",Non woodland,Grassland,Scotland,419.393356508,0.5339395026,5339.39501953125,419.393356509135
"305","6040","14056",Non woodland,Grassland,Scotland,804.294668559,1.26579239985,12657.9239807129,804.294668560011
"306","6041","14057",Non woodland,Grassland,Scotland,388.671324358,1.0624650066,10624.6500396729,388.671324359575
"307","6042","14058",Non woodland,Grassland,Scotland,583.974011389,0.749647237,7496.4723815918,583.974011387632
"308","6047","14063",Non woodland,Grassland,Scotland,348.445006869,0.50136624955,5013.66249084473,348.445006871275
"309","6048","14064",Non woodland,Grassland,Scotland,647.503942055,0.64103239705,6410.32397460938,647.503942055429
"310","6049","14065",Non woodland,Grassland,Scotland,325.622350495,0.52093614665,5209.36149597168,325.622350499197
"311","6051","14067",Non woodland,Grassland,Scotland,5152.38679235,66.744286912,667442.869094849,5152.38679234457
"312","6052","14068",Non woodland,Grassland,Scotland,605.123113214,1.1412961843,11412.9618530273,605.123113214627
"313","6055","14071",Non woodland,Grassland,Scotland,317.13857708,0.5697664018,5697.66401672363,317.138577081426
"314","6056","14072",Non woodland,Grassland,Scotland,565.095600538,0.9840983393,9840.98336791992,565.095600539732
"315","6064","14080",Non woodland,Grassland,Scotland,365.491234474,0.7563962054,7563.9620513916,365.491234475304
"316","6065","14081",Non woodland,Grassland,Scotland,357.171971326,0.5639993793,5639.99380493164,357.171971324731
"317","6066","14082",Non woodland,Grassland,Scotland,2686.77611693,5.73276946775,57327.6946716309,2686.77611693154
"318","6067","14083",Non woodland,Grassland,Scotland,519.12730334,0.62895725105,6289.57250976563,519.127303342075
"319","6068","14084",Non woodland,Grassland,Scotland,467.217569415,0.50549428315,5054.94285583496,467.217569414377
"320","6069","14085",Non woodland,Grassland,Scotland,831.23222714,3.62831680705,36283.1680603027,831.232227140556
"321","6073","14089",Non woodland,Grassland,Scotland,378.650704939,0.63901338465,6390.13380432129,378.650704939165
"322","6077","14093",Non woodland,Grassland,Scotland,720.778484158,1.12223837215,11222.3837432861,720.778484159047
"323","6079","14095",Non woodland,Grassland,Scotland,464.814258899,0.8638977347,8638.97734069824,464.814258898233
"324","6083","14099",Non woodland,Grassland,Scotland,379.295816902,0.70944633715,7094.46334838867,379.295816901734
"325","6087","14103",Non woodland,Grassland,Scotland,1474.97321367,4.53374293615,45337.4294128418,1474.97321367325
"326","6091","14107",Non woodland,Grassland,Scotland,659.551410043,1.11928038855,11192.8039093018,659.551410042529
"327","6093","14109",Non woodland,Grassland,Scotland,1234.97032494,2.31843780415,23184.3780822754,1234.97032494091
"328","6096","14112",Non woodland,Grassland,Scotland,415.37250206,0.7997608133,7997.60815429688,415.372502057572
"329","6097","14113",Non woodland,Grassland,Scotland,1896.45680079,5.41743427445,54174.3427276611,1896.4568007954
"330","6100","14116",Non woodland,Grassland,Scotland,354.479881098,0.573558729,5735.58731079102,354.479881100183
"331","6101","14117",Non woodland,Grassland,Scotland,1595.35139106,1.98595374015,19859.5373382568,1595.35139105916
"332","6109","14125",Non woodland,Grassland,Scotland,410.84858617,0.79495452735,7949.54525756836,410.848586171535
"333","6115","14131",Non woodland,Grassland,Scotland,512.70106695,0.98665915865,9866.59162902832,512.701066952037
"334","6117","14133",Non woodland,Grassland,Scotland,452.851129231,0.5502739494,5502.73954772949,452.851129232039
"335","6118","14134",Non woodland,Grassland,Scotland,784.24320632,2.2540143095,22540.1430969238,784.243206319359
"336","6121","14137",Non woodland,Grassland,Scotland,296.045528518,0.5667614942,5667.61491394043,296.045528517934
"337","6124","14140",Non woodland,Grassland,Scotland,2389.02904494,4.5699605719,45699.6059112549,2389.02904494432
"338","6125","14141",Non woodland,Grassland,Scotland,681.997898718,1.0593114934,10593.1148986816,681.997898716403
"339","6127","14143",Non woodland,Grassland,Scotland,1061.5658468,1.5225190656,15225.1906890869,1061.56584680741
"340","6131","14147",Non woodland,Grassland,Scotland,605.996894883,1.64457487175,16445.7487030029,605.996894884009
"341","6132","14148",Non woodland,Grassland,Scotland,999.384206991,2.3499132127,23499.1321411133,999.384206990445
"342","6133","14149",Non woodland,Grassland,Scotland,7400.90438392,27.6293609528,276293.609527588,7400.90438391802
"343","6134","14150",Non woodland,Grassland,Scotland,600.639253738,0.7339081162,7339.08110046387,600.639253739624
"344","6137","14153",Non woodland,Grassland,Scotland,591.146209727,1.47795115585,14779.5115509033,591.146209729945
"345","6138","14154",Non woodland,Grassland,Scotland,679.700126764,1.21790959935,12179.0960083008,679.700126764888
"346","6139","14155",Non woodland,Grassland,Scotland,457.73294846,0.59297920335,5929.79205322266,457.732948459423
"347","6142","14158",Non woodland,Grassland,Scotland,733.804348027,1.317450021,13174.500213623,733.804348030546
"348","6144","14160",Non woodland,Grassland,Scotland,1534.96414284,4.5415214214,45415.2141876221,1534.96414283969
"349","6145","14161",Non woodland,Grassland,Scotland,574.868718274,0.74172968915,7417.29690551758,574.868718274768
"350","6146","14162",Non woodland,Grassland,Scotland,929.96826781,2.27257100645,22725.7100830078,929.968267810736
"351","6148","14164",Non woodland,Grassland,Scotland,614.606810428,1.73767926805,17376.792678833,614.60681042839
"352","6150","14166",Non woodland,Grassland,Scotland,865.103829863,2.0573892891,20573.8929443359,865.10382986094
"353","6151","14167",Non woodland,Grassland,Scotland,1397.78671826,2.7023956758,27023.9567565918,1397.78671826394
"354","6153","14169",Non woodland,Grassland,Scotland,1202.89319195,2.3904284705,23904.2846984863,1202.89319195464
"355","6154","14170",Non woodland,Grassland,Scotland,520.893733849,1.35828692155,13582.8692016602,520.893733848867
"356","6156","14172",Non woodland,Grassland,Scotland,618.109964116,0.7476356656,7476.35661315918,618.109964115276
"357","6159","14175",Non woodland,Grassland,Scotland,1608.4450102,2.2792060167,22792.0602111816,1608.44501020121
"358","6160","14176",Non woodland,Grassland,Scotland,384.865058477,0.5362893546,5362.89350891113,384.865058475685
"359","6161","14177",Non woodland,Grassland,Scotland,770.33272638,2.5310555749,25310.5557250977,770.33272638018
"360","6170","14186",Non woodland,Grassland,Scotland,381.415392826,0.6327267244,6327.26724243164,381.4153928264
"361","6174","14190",Non woodland,Grassland,Scotland,946.962009856,1.776386832,17763.8683929443,946.962009856503
"362","6177","14193",Non woodland,Grassland,Scotland,753.190942325,1.94024513065,19402.4512481689,753.190942324944
"363","6180","14196",Non woodland,Grassland,Scotland,619.851603275,1.09424064735,10942.4065246582,619.851603277503
"364","6181","14197",Non woodland,Grassland,Scotland,322.368804093,0.50386721305,5038.67218017578,322.368804090931
"365","6183","14199",Non woodland,Grassland,Scotland,361.859532112,0.5687716252,5687.7162322998,361.859532111734
"366","6184","14200",Non woodland,Grassland,Scotland,609.457555719,0.9464451505,9464.45153808594,609.457555720619
"367","6190","14206",Non woodland,Grassland,Scotland,652.871723578,0.8132136128,8132.13612365723,652.871723579664
"368","6192","14208",Non woodland,Grassland,Scotland,806.494922222,2.6950493525,26950.4934539795,806.494922222672
"369","6194","14210",Non woodland,Grassland,Scotland,537.128773399,0.77106581965,7710.65823364258,537.128773399719
"370","6198","14214",Non woodland,Grassland,Scotland,1830.34542269,1.9572050986,19572.0509338379,1830.34542269133
"371","6202","14218",Non woodland,Grassland,Scotland,360.414741216,0.61455474885,6145.54747009277,360.414741214204
"372","6220","14236",Non woodland,Grassland,Scotland,653.590849242,2.2537780385,22537.7804107666,653.590849241415
"373","6225","14241",Non woodland,Grassland,Scotland,2210.96861483,20.6150420569,206150.420516968,2210.96861482531
"374","6233","14249",Non woodland,Grassland,Scotland,425.536359632,0.5910941088,5910.94104003906,425.536359629934
"375","6235","14251",Non woodland,Grassland,Scotland,290.257381582,0.505558547,5055.58557128906,290.257381583301
"376","6238","14254",Non woodland,Grassland,Scotland,354.294814148,0.51098179095,5109.81787109375,354.294814147051
"377","6240","14256",Non woodland,Grassland,Scotland,567.665501926,1.0329016861,10329.0168304443,567.665501926828
"378","6245","14261",Non woodland,Grassland,Scotland,892.095902474,5.368333325,53683.3332977295,892.09590247545
"379","6246","14262",Non woodland,Grassland,Scotland,620.29078726,0.88054969625,8805.49703979492,620.290787259884
"380","6250","14266",Non woodland,Grassland,Scotland,612.437583487,1.32557949125,13255.7949523926,612.437583487111
"381","6251","14267",Non woodland,Grassland,Scotland,476.637998918,0.8402449824,8402.44982910156,476.637998917667
"382","6254","14270",Non woodland,Grassland,Scotland,470.83719718,0.9948539179,9948.53915405273,470.837197183027
"383","6268","14284",Non woodland,Grassland,Scotland,855.156510423,1.06632634105,10663.263381958,855.156510419354
"384","6271","14287",Non woodland,Grassland,Scotland,641.654551775,0.9782151303,9782.15133666992,641.654551777587
"385","6283","14299",Non woodland,Grassland,Scotland,599.08500439,0.87969139755,8796.91389465332,599.08500438888
"386","6288","14304",Non woodland,Grassland,Scotland,628.963337567,1.86123749965,18612.3749694824,628.963337566314
"387","6291","14307",Non woodland,Grassland,Scotland,520.279837464,0.9034804853,9034.8048248291,520.2798374639
"388","6298","14314",Non woodland,Grassland,Scotland,343.974506053,0.5785051345,5785.0513458252,343.974506053498
"389","6309","14325",Non woodland,Grassland,Scotland,352.85154305,0.613001735,6130.01721191406,352.851543048506
"390","6311","14327",Non woodland,Grassland,Scotland,1014.10503415,1.5266751071,15266.7511291504,1014.10503415403
"391","6313","14329",Non woodland,Grassland,Scotland,768.997489076,2.2762348329,22762.3484191895,768.997489075668
"392","6314","14330",Non woodland,Grassland,Scotland,419.863845612,0.92983029,9298.30291748047,419.863845612536
"393","6328","14344",Non woodland,Grassland,Scotland,1040.75136096,3.7101024556,37101.0246429443,1040.75136095941
"394","6330","14346",Non woodland,Grassland,Scotland,807.454529825,2.5157130341,25157.1302642822,807.454529826897
"395","6332","14348",Non woodland,Grassland,Scotland,891.860260011,3.5827337825,35827.3377227783,891.860260013738
"396","13843","23323",Non woodland,Urban,Scotland,448.27833866,0.60608660645,6060.86614990234,448.278338656934
